clientbankpartner_pin,score
1,0.32133314198607776
2,0.26940554116062165
22,0.1261286932608413
33,0.24114420662902614
35,0.07637408654325617
38,0.39046129846716626
45,0.2490175621841021
48,0.499111977208464
60,0.12338374099898386
76,0.36218970239392845
93,0.510271843390512
114,0.14758686882579986
121,0.7343032101742466
122,0.3867218230206996
124,0.14455114807916158
128,0.18283154067156948
136,0.7866440360933248
142,0.3522916472588403
145,0.5154261779282928
159,0.7714202730597481
162,0.7922263965773599
163,0.47028682923589427
168,0.7424981489815325
173,0.8030482837638984
174,0.7201088648859075
179,0.7525494616132015
183,0.1330392657289866
187,0.10325545957118243
199,0.7747145787551037
203,0.6587008637262811
206,0.43440626093095824
211,0.6548907098902879
219,0.7118250266331887
222,0.291390833711172
223,0.12399660423884962
224,0.49918835785932947
226,0.1822626390400518
227,0.3037634341281884
239,0.5114879627185683
242,0.4022583084577571
248,0.8030482837638984
254,0.34239961034000677
258,0.08880677589556651
260,0.17761773845202677
261,0.2933266537575301
262,0.4411677626556485
268,0.14700612866567087
269,0.49401034802746313
279,0.27510802689719316
286,0.5041765208619009
295,0.7023321537022263
296,0.6678482294698362
300,0.5793737249726882
310,0.6532787774897448
312,0.13270602561060663
315,0.28266589902163464
316,0.4186460664478684
321,0.6934747600838338
333,0.7720611021143291
338,0.1874038165289229
339,0.38663392124274787
344,0.11020066707007314
348,0.43312283471059154
354,0.03941606705402978
357,0.4331522698755388
361,0.11638906449822006
364,0.5961282025555354
368,0.13563467076532587
381,0.7922263965773599
384,0.10260399707543755
388,0.7201088648859075
393,0.6841777393207911
399,0.7448192383038348
402,0.6623983365706977
409,0.5007785388455375
410,0.5290902351987468
417,0.20827213434675695
422,0.3362514685950938
429,0.13080708687869913
431,0.2984788828121355
440,0.6525865617204195
444,0.0952833037191596
450,0.3012633303986567
461,0.4391241221635478
465,0.7262440616456611
474,0.43357599593938434
475,0.12347951118572797
477,0.3868113015153495
485,0.5714405979833478
487,0.12088757126590022
492,0.5799979819539809
495,0.6650643649782393
503,0.13618032740559993
505,0.33852286971557577
507,0.3317970499255598
516,0.3076147812467739
517,0.7474200076462523
523,0.5364066686801376
525,0.1305798386649416
528,0.7747145787551037
530,0.13148356665006022
544,0.38663392124274787
560,0.2555294639286133
565,0.7720611021143291
566,0.42557244010564044
582,0.643805712676965
583,0.47210856407008694
586,0.12487411711075813
591,0.21685784496122307
594,0.12089347663567485
599,0.06552255459953071
600,0.18274151903349845
601,0.6005340672771049
604,0.4992425320745888
609,0.5280730574660891
613,0.7816937816509141
615,0.3655816966288181
635,0.3787343052641483
641,0.19847835431049465
644,0.06096601573928484
649,0.7448192383038348
651,0.16397223488993862
663,0.24011004789568957
665,0.47210856407008694
666,0.7201088648859075
671,0.34742397489410726
675,0.8030482837638984
676,0.5752379315101221
679,0.414023331516161
686,0.3002536333335879
703,0.3576881529825203
706,0.06449989771468045
717,0.15932943925098197
720,0.7448192383038348
721,0.44054975146029307
724,0.3748188163321048
728,0.38663392124274787
730,0.8030482837638984
733,0.3787343052641483
737,0.5277683801506811
739,0.20275827060124962
742,0.6471226126890194
743,0.12179014401568844
751,0.2551765984399206
755,0.3655816966288181
759,0.34742397489410726
761,0.06150182921460312
769,0.7767804698861099
783,0.277717312028687
787,0.7201088648859075
788,0.11775163202999783
797,0.09789150506535693
804,0.5265520241825024
806,0.11849269780890215
808,0.2871288300905861
817,0.3787343052641483
818,0.2825481676370549
824,0.7747145787551037
832,0.7474200076462523
834,0.023642933660544818
840,0.38663392124274787
850,0.7767804698861099
855,0.199015516910237
858,0.11854075881408022
863,0.5347771379552636
865,0.7474200076462523
869,0.09612548742941096
870,0.09624935595042994
875,0.05347361644816395
878,0.6699983307661965
879,0.28664334012326687
882,0.08585917688925249
888,0.7502559982334587
890,0.41708791975474424
899,0.7842332744124111
901,0.3767256525037852
909,0.5980311924885136
916,0.28942487510575465
926,0.09608036604354275
932,0.23550674995346876
934,0.7201088648859075
937,0.0670270414793881
939,0.5799979819539809
940,0.10299109663524986
947,0.11702581857509886
949,0.0722259227707639
955,0.10643269420317247
956,0.08242487885021388
962,0.31496734635699586
976,0.599479885119771
977,0.7382983577224511
993,0.132352755910236
996,0.5013927688256692
1013,0.8023030087164117
1014,0.08029928803904895
1026,0.7023321537022263
1036,0.5760891945066235
1037,0.10203721030710766
1043,0.5564100829967625
1055,0.21652527770370422
1059,0.8601528007745359
1064,0.1969468294310177
1065,0.42274340087539763
1066,0.17511569077018208
1068,0.11674021407903523
1072,0.1888903669637345
1073,0.7262440616456611
1083,0.17075039750961796
1086,0.7448192383038348
1087,0.10273697501461632
1092,0.5023470342394479
1093,0.82261926629104
1094,0.2837530129945589
1097,0.3107470592850947
1101,0.6138503035571522
1103,0.7201088648859075
1104,0.4269626057993974
1107,0.08176549148999501
1112,0.11400693925596028
1115,0.6670806635247479
1137,0.1916757952768503
1138,0.11121717173884649
1140,0.6984393770395941
1141,0.42274340087539763
1147,0.06701073838997651
1153,0.6253235881856226
1170,0.34742397489410726
1173,0.5811160943043158
1174,0.49286597695817325
1185,0.5139186785051872
1187,0.05923096801626615
1194,0.34315353696792894
1201,0.306606469169999
1205,0.5640177679124814
1216,0.7395882791603111
1217,0.38023850763485467
1222,0.5954532240755521
1233,0.43853309861194567
1235,0.6516962620635247
1237,0.41708791975474424
1240,0.22193293162158856
1241,0.4797160602716095
1250,0.14342965131024632
1255,0.2048503035231306
1258,0.3497437989140397
1261,0.1885273370126892
1263,0.6025542498932304
1271,0.5801460236018555
1285,0.058528456480207214
1286,0.7262440616456611
1299,0.6373761861732345
1300,0.7264340717336903
1302,0.6662316727390803
1303,0.5296873698941538
1310,0.4548245990387225
1318,0.2825481676370549
1324,0.46818481839647275
1326,0.5939226667423497
1328,0.44290906605063474
1331,0.7262440616456611
1334,0.408988089967803
1340,0.13612376456000375
1350,0.19882944824453475
1352,0.22575286537731276
1366,0.5181968373882356
1367,0.7720611021143291
1372,0.09741612895266794
1373,0.14745103641498936
1375,0.7866440360933248
1376,0.39400568997537755
1377,0.1316307417811028
1382,0.14491073437959812
1389,0.08394617395045045
1390,0.2920929557471217
1395,0.6460981826739658
1399,0.7842332744124111
1403,0.7023321537022263
1405,0.30242365492828616
1413,0.15334440031070906
1414,0.07456926732725744
1419,0.38408624736805275
1422,0.38027586704231187
1424,0.7264340717336903
1426,0.7720611021143291
1433,0.7922263965773599
1437,0.08054405065647041
1442,0.7201088648859075
1445,0.4571140387781677
1448,0.6055309846977666
1450,0.6471226126890194
1456,0.37323489092695183
1458,0.7767804698861099
1468,0.34639801821410987
1472,0.251724660214108
1476,0.10498691926442605
1477,0.7143991235758096
1479,0.6900825071421858
1482,0.21475183844063128
1489,0.05683546663057093
1493,0.09271857228925429
1494,0.06042523550777823
1499,0.11698630182829917
1508,0.4644212741575966
1510,0.03929395727412399
1514,0.11971090164085918
1516,0.3976077535429555
1518,0.3748188163321048
1523,0.3389298877258752
1526,0.4108238116603564
1537,0.4126384724990727
1538,0.13244981521763477
1544,0.07154096287828504
1560,0.6715783345523121
1566,0.4892255305365335
1568,0.6623983365706977
1574,0.3874104262066448
1576,0.5548334471425904
1579,0.17138190343748727
1581,0.7767804698861099
1587,0.11092079538283006
1593,0.3560062015175881
1603,0.5828174650292965
1609,0.6934747600838338
1614,0.4946481145062146
1616,0.3481952546382766
1629,0.22024396009543823
1630,0.6009620228194725
1632,0.10457186915044903
1633,0.5958787308532612
1636,0.30508241495836397
1637,0.14504568090738057
1638,0.4816476561365459
1639,0.42129179099443503
1646,0.18557850745906157
1647,0.4167722562175449
1648,0.28327712696174434
1652,0.3839656802336455
1659,0.7525494616132015
1663,0.6182919815436035
1672,0.6242355511614621
1679,0.4331522698755388
1683,0.13819816009273667
1686,0.23963171867666788
1688,0.0863162341730086
1690,0.10537936735487663
1693,0.575639682114562
1700,0.14174988063136706
1702,0.06365811027887469
1707,0.7938592612949721
1713,0.3865338595709016
1719,0.5139841851017724
1720,0.46550825154961695
1726,0.3787343052641483
1728,0.2750687816385906
1729,0.7842332744124111
1736,0.575639682114562
1737,0.7023321537022263
1750,0.6623983365706977
1751,0.3398676653397148
1756,0.10644897149436972
1757,0.495056893544116
1765,0.2745447441688581
1766,0.7767804698861099
1770,0.21660278532435007
1771,0.21699627256926368
1776,0.4331522698755388
1782,0.2752314272179026
1784,0.4119957925973249
1791,0.6022964609594961
1792,0.4213096928998452
1795,0.45961151625571683
1799,0.11789806633949163
1802,0.7767804698861099
1812,0.10259144735763215
1815,0.1274439570309681
1817,0.6896301182488693
1824,0.7023321537022263
1827,0.2335757026612011
1830,0.6066137688056956
1831,0.3738337809323753
1843,0.4331522698755388
1845,0.2846720511597074
1852,0.5766930373215522
1856,0.4566344777836906
1861,0.5616805009746877
1868,0.27455393479081136
1869,0.4780145609205022
1879,0.7474200076462523
1885,0.17175641212978643
1887,0.11922995410214143
1893,0.7112129955523883
1898,0.25435645652026395
1905,0.4167722562175449
1911,0.4117665473136418
1917,0.6946942150682807
1918,0.6623983365706977
1926,0.7526108050774378
1931,0.20135289037310566
1932,0.1326921752511676
1933,0.4361558323566197
1949,0.40891296323475135
1950,0.2529540591847681
1952,0.23050698576198092
1957,0.5463277588112121
1958,0.7747145787551037
1959,0.08316165808426801
1961,0.27604383998388027
1962,0.7842332744124111
1971,0.4632585693732363
1984,0.7401063453270393
1985,0.7201088648859075
2000,0.34742397489410726
2007,0.39294249103444023
2022,0.13251760832044046
2023,0.6934747600838338
2024,0.05672869699307315
2028,0.41708791975474424
2029,0.23880315542605468
2050,0.5494083813938193
2053,0.5910790345434016
2055,0.2704688406575927
2060,0.44016820322132477
2068,0.06541782149819231
2071,0.3655816966288181
2084,0.14326141589643082
2093,0.2571505382674987
2101,0.4245224669203228
2102,0.36968886628237674
2104,0.7733517276199898
2118,0.11991814355319708
2120,0.24184780846833576
2126,0.3680157172435531
2128,0.7730584381883316
2138,0.49728148047826026
2139,0.5539860240311141
2140,0.12478413468921301
2143,0.7262440616456611
2145,0.08101815746002727
2149,0.46089776254281756
2150,0.4107670306527075
2152,0.1228523145044842
2160,0.2599418305204434
2162,0.08592483241120341
2164,0.35738368784920316
2167,0.07689913430148176
2176,0.10378770921240077
2200,0.6598018880944898
2205,0.5901674030009854
2210,0.0736804888150383
2213,0.07053940886988219
2219,0.1762127806352447
2222,0.23949437117245143
2227,0.39243369440153175
2228,0.2825481676370549
2239,0.6432975333242638
2240,0.277997724668098
2245,0.2588631346456398
2257,0.33714544416094827
2260,0.1909110905964796
2266,0.5078572551139569
2269,0.6267696290197446
2275,0.12270106241547996
2288,0.07425569014101074
2299,0.5113460967562549
2300,0.6865424060237574
2311,0.10464504696496046
2312,0.16893141801376665
2326,0.10834459278153541
2328,0.16092168439226018
2332,0.3655816966288181
2346,0.4493909013479125
2348,0.5056961718310719
2352,0.34742397489410726
2357,0.20764780816212003
2363,0.559878889766964
2371,0.6049019212816977
2376,0.7526108050774378
2378,0.2682554057842692
2381,0.374521687688366
2388,0.6613058045615352
2394,0.36609317601342917
2398,0.36030165695250294
2400,0.2739048406506872
2410,0.33430487864542646
2411,0.3286143757978578
2414,0.358197804381001
2426,0.42274340087539763
2440,0.575639682114562
2442,0.7201088648859075
2447,0.3493771791700353
2450,0.5933919728998963
2458,0.34669283568107834
2459,0.455146424603027
2464,0.34440056062687474
2469,0.5347161808349175
2470,0.34742397489410726
2473,0.43826144119567767
2480,0.6704028968986697
2485,0.7474200076462523
2496,0.18081898656799011
2503,0.28328092214093603
2523,0.20468417172597253
2526,0.5025847767291205
2529,0.30816553960497395
2531,0.51240374478984
2542,0.26313443624391786
2555,0.43253875480479
2558,0.07676389050632526
2562,0.2756062532833642
2573,0.5272319723883446
2578,0.467453040125248
2584,0.44096327101075916
2591,0.7448192383038348
2597,0.1155078311781027
2600,0.22231499300375313
2602,0.5799979819539809
2603,0.6521847950376113
2609,0.5054872213954824
2611,0.6400739000411542
2617,0.07605814139347966
2619,0.021925661730404333
2623,0.5435299874364435
2631,0.08304912733949232
2644,0.7922263965773599
2645,0.09028870594030491
2658,0.5886423093968752
2689,0.8276886764624887
2702,0.22027609809675208
2703,0.3655816966288181
2730,0.3655816966288181
2733,0.5074534076004349
2742,0.5983432576990684
2743,0.09783499800512618
2744,0.6025694509497588
2746,0.7118250266331887
2753,0.6138635295425605
2754,0.5666629154816656
2756,0.08555535789891922
2758,0.10204399989427126
2764,0.6623983365706977
2766,0.29687719648932076
2780,0.7816937816509141
2791,0.7474200076462523
2792,0.8367206049645076
2805,0.7262440616456611
2810,0.4579176375650633
2814,0.7023321537022263
2831,0.06646618840828078
2832,0.6662316727390803
2833,0.10596386821238091
2838,0.29698051101527245
2842,0.27896593273140247
2846,0.4467937240230754
2849,0.6934747600838338
2851,0.2400122846665097
2853,0.7201088648859075
2866,0.7262440616456611
2870,0.07515492028076665
2878,0.38611965734881726
2879,0.2718993447861563
2881,0.7656022131731711
2882,0.6542049373253207
