clientbankpartner_pin,score
1,0.31136752575169935
2,0.2829867161901244
22,0.13743393385226327
33,0.2612896752001185
35,0.08982953290738857
38,0.3976185527337131
45,0.2614850134487059
48,0.5099365619611551
60,0.13510773480551022
76,0.36155708462298985
93,0.5226315865352935
114,0.15269050710328397
121,0.7146080085510518
122,0.3941020590517104
124,0.15525175336555036
128,0.2025823376547334
136,0.778539667100785
142,0.37713495190962487
145,0.49504873381171877
159,0.7600615191256455
162,0.7827264374638114
163,0.48663518829489266
168,0.7292311325406007
173,0.7917127955806567
174,0.7086015148388716
179,0.747625155754414
183,0.14044433940750212
187,0.11697425765617889
199,0.7654437880253919
203,0.6402102550748415
206,0.4428636144117494
211,0.6500823406003291
219,0.7097987619990203
222,0.297930326878337
223,0.14587312639763153
224,0.5000787166496261
226,0.1938434715115239
227,0.3034798284137307
239,0.5215731383735078
242,0.4063664469571222
248,0.7917127955806567
254,0.3389353026932459
258,0.0975167862596608
260,0.18811798459805268
261,0.29058314021130355
262,0.438491361528875
268,0.16291759436949982
269,0.48216781355907157
279,0.25369767544956473
286,0.5348778134446538
295,0.6951783556033231
296,0.6582597298498247
300,0.5794810133492301
310,0.6646067547285431
312,0.14262867118437955
315,0.2895089734198991
316,0.4061870182340549
321,0.6885353103895286
333,0.7634536805448109
338,0.18835069002560562
339,0.3743010226772252
344,0.12055207954024938
348,0.433128236340759
354,0.049819182966517654
357,0.429313070660556
361,0.1288445152149197
364,0.5921149499976697
368,0.15480982976944943
381,0.7831369132984699
384,0.11000496479450009
388,0.7086015148388716
393,0.656590903801447
399,0.741827488272389
402,0.6613162348869288
409,0.5020989750555398
410,0.5141125872214285
417,0.20886709863031439
422,0.33791512275754254
429,0.13842767554974042
431,0.2961279087726382
440,0.6466561923682939
444,0.10390369528834398
450,0.33889982887119874
461,0.4600936790008414
465,0.7278961057787587
474,0.4315705616359155
475,0.13237800244823436
477,0.40506051082502087
485,0.5590398782940048
487,0.13549087626925685
492,0.588483546742228
495,0.6605465232780326
503,0.14304550560886123
505,0.36684172933467124
507,0.3358027673872841
516,0.3189516396993776
517,0.7437780652792021
523,0.5405498387573087
525,0.13674026652632626
528,0.7654437880253919
530,0.1386741039984249
544,0.3743010226772252
560,0.2479272685470484
565,0.7634536805448109
566,0.43138629129891887
582,0.6771127137572117
583,0.45893825644158326
586,0.1349137934070782
591,0.2268286261180162
594,0.1279816367632586
599,0.0750421942345645
600,0.1843756494733358
601,0.587987583634948
604,0.4703218883528534
609,0.5311859924312848
613,0.7731829686339124
615,0.3563218674098544
635,0.3668063587856102
641,0.21407532574245985
644,0.06637720439988913
649,0.741827488272389
651,0.18260984515379436
663,0.2500473054078268
665,0.4601433888743174
666,0.7145876378767491
671,0.34310292312449114
675,0.7917127955806567
676,0.5883960142268396
679,0.42607919473792477
686,0.3065203871798901
703,0.3606231995183967
706,0.07525045363716767
717,0.1709053295469768
720,0.741827488272389
721,0.44488987896631726
724,0.36538517131153664
728,0.3786829071364873
730,0.7917127955806567
733,0.3668063587856102
737,0.5559017761227384
739,0.2013253204651641
742,0.64985944197567
743,0.1306150296016227
751,0.2669675102995567
755,0.3563218674098544
759,0.34310292312449114
761,0.0730019022621097
769,0.7669932063736467
783,0.2796915485802206
787,0.7145876378767491
788,0.1275764183969718
797,0.10103338660613873
804,0.5262300511099302
806,0.13964327323370776
808,0.2946219825871317
817,0.3668063587856102
818,0.2824992756209472
824,0.7654437880253919
832,0.7437780652792021
834,0.0374500334890664
840,0.3743010226772252
850,0.7669932063736467
855,0.211150698983343
858,0.10990901702367713
863,0.5352327771358986
865,0.7437780652792021
869,0.10763645050595483
870,0.09263850434133583
875,0.06055669971463633
878,0.6537878138806938
879,0.29947315334129565
882,0.09190499480303306
888,0.7340202606207183
890,0.41740756333918055
899,0.7761308711224113
901,0.3732930974179199
909,0.6090736104384689
916,0.293154746145373
926,0.1090023391069827
932,0.23591681283240892
934,0.7145876378767491
937,0.08533428590230394
939,0.588483546742228
940,0.11900766607063705
947,0.11193400642914436
949,0.07462092945658633
955,0.1063014061423748
956,0.08359072370784856
962,0.3243090305153512
976,0.6033871729345454
977,0.7240385242208831
993,0.14137526644770007
996,0.4932674890795057
1013,0.7874617621435298
1014,0.08639760454579345
1026,0.6952689814511107
1036,0.5757780844157044
1037,0.11337666924721998
1043,0.5565427451391287
1055,0.2227091082517733
1059,0.850604225884053
1064,0.20523755516146908
1065,0.42164917417967057
1066,0.19402231140123552
1068,0.13670969820051343
1072,0.18897673142596688
1073,0.7278961057787587
1083,0.1945345919528862
1086,0.741827488272389
1087,0.11338399306793456
1092,0.4928098417727818
1093,0.8047099807892582
1094,0.28769618123009494
1097,0.30799096494044637
1101,0.6182182777774832
1103,0.7145876378767491
1104,0.44660154933658286
1107,0.08418728906225355
1112,0.11597659422774467
1115,0.6624738596647449
1137,0.18739619860706042
1138,0.11877361217822788
1140,0.6857465149380996
1141,0.42164917417967057
1147,0.07570255774594264
1153,0.6254244545796034
1170,0.34310292312449114
1173,0.5975770589316012
1174,0.4875712102728104
1185,0.5390875008666914
1187,0.06414105925585738
1194,0.3582368256345361
1201,0.32920068031479194
1205,0.5508074891680753
1216,0.7327584840823085
1217,0.4242905275987495
1222,0.6290002223102886
1233,0.44851948390029467
1235,0.6516506318923097
1237,0.41740756333918055
1240,0.22753223190387653
1241,0.4956963628483362
1250,0.14637762601030477
1255,0.2059397387394563
1258,0.35927954059300415
1261,0.18300445972001833
1263,0.5954361804997483
1271,0.5899803719136888
1285,0.06454903495558093
1286,0.7278961057787587
1299,0.6376022333482251
1300,0.7193315430125862
1302,0.6641912370132157
1303,0.5403137597687444
1310,0.4645810067797782
1318,0.2824992756209472
1324,0.46217604647389854
1326,0.5948775918582814
1328,0.4388557835742893
1331,0.7278961057787587
1334,0.4268424697952931
1340,0.1422819874094792
1350,0.20440523783507447
1352,0.2390564194370746
1366,0.5223082609992111
1367,0.7634536805448109
1372,0.11219185345435703
1373,0.1497381591213337
1375,0.778539667100785
1376,0.4007556776992727
1377,0.1421925438619241
1382,0.14800530570621645
1389,0.08361232305826333
1390,0.31549262917907095
1395,0.6311384669683492
1399,0.7761308711224113
1403,0.6951783556033231
1405,0.30247499401380396
1413,0.15971473319363927
1414,0.08694667223313995
1419,0.40699915643114454
1422,0.3686125902247903
1424,0.7193315430125862
1426,0.7634536805448109
1433,0.7827264374638114
1437,0.09186788629257497
1442,0.7086015148388716
1445,0.46939542680095625
1448,0.6114255942840285
1450,0.64985944197567
1456,0.3689086658858698
1458,0.7669932063736467
1468,0.3692156627238199
1472,0.2629896875523785
1476,0.11520540754485062
1477,0.711729334705986
1479,0.6780597825604072
1482,0.21594309720413415
1489,0.0632792925683537
1493,0.10633959635611764
1494,0.0718414403347576
1499,0.12827781953112743
1508,0.46399833107438915
1510,0.049188301199250724
1514,0.11318364317188255
1516,0.38169439807559397
1518,0.36538517131153664
1523,0.32859003981493234
1526,0.4234709622857312
1537,0.40794979262187037
1538,0.1383653353431329
1544,0.07410720953722716
1560,0.692332445411111
1566,0.4901667954198289
1568,0.6613162348869288
1574,0.3918841731229662
1576,0.538916007035717
1579,0.19200942071632693
1581,0.7669932063736467
1587,0.12197227510574912
1593,0.36575632419728743
1603,0.6035019728349698
1609,0.6885353103895286
1614,0.5052658313334092
1616,0.38732576524493
1629,0.2286559632097902
1630,0.6021862019812418
1632,0.1152176684246887
1633,0.5965021982728431
1636,0.29993056190052814
1637,0.1515077890672112
1638,0.49429232245214194
1639,0.40034759415972904
1646,0.19164064754907056
1647,0.41717081568628106
1648,0.28557719846003593
1652,0.3997184136532221
1659,0.747625155754414
1663,0.6175938592055672
1672,0.6279583435613452
1679,0.429313070660556
1683,0.13945945652932626
1686,0.24488771594397926
1688,0.09836298255964453
1690,0.0995970238166245
1693,0.5696949747492992
1700,0.15372694240818108
1702,0.07461911306031332
1707,0.7788818687503085
1713,0.3959693499818708
1719,0.5231735839165211
1720,0.48272348160000567
1726,0.3668063587856102
1728,0.28028981703384187
1729,0.7761308711224113
1736,0.5696949747492992
1737,0.6952689814511107
1750,0.6613162348869288
1751,0.36986286488008574
1756,0.1310304303286587
1757,0.5015730299439303
1765,0.2816363220102843
1766,0.7669932063736467
1770,0.20647647695584875
1771,0.21635703353423696
1776,0.429313070660556
1782,0.2764462410556173
1784,0.4271168609309128
1791,0.6088709209019865
1792,0.393645735638104
1795,0.4607298192881787
1799,0.12538451119888983
1802,0.7694979848103093
1812,0.10595541574979873
1815,0.1343710046213466
1817,0.6931894563003431
1824,0.6952689814511107
1827,0.2351958596136518
1830,0.6066935577631247
1831,0.3945399526710963
1843,0.429313070660556
1845,0.28409218826293653
1852,0.5701714058096405
1856,0.48241646622973977
1861,0.5447216511312236
1868,0.2749380272103596
1869,0.48675652641452316
1879,0.7437780652792021
1885,0.17768404344555835
1887,0.12773496065970394
1893,0.7139630232323071
1898,0.26496353478199547
1905,0.41717081568628106
1911,0.40049626268061034
1917,0.6816416647974175
1918,0.6613162348869288
1926,0.7476711633525913
1931,0.20569128856616273
1932,0.1389779143246394
1933,0.4289644149683529
1949,0.4064690911716
1950,0.24613341247249976
1952,0.23805620454847065
1957,0.5266159345463314
1958,0.7654437880253919
1959,0.08972505902054798
1961,0.2733971556344884
1962,0.7761308711224113
1971,0.4523007604189453
1984,0.7332226161425613
1985,0.7086015148388716
2000,0.34310292312449114
2007,0.39320249004111507
2022,0.13841618017023719
2023,0.6885353103895286
2024,0.06299801012331822
2028,0.41740756333918055
2029,0.2487736530137253
2050,0.5392537594260622
2053,0.6001609160319497
2055,0.2721314422199841
2060,0.4474011405682736
2068,0.06951485350215761
2071,0.3563218674098544
2084,0.14532623963415747
2093,0.2497528430334255
2101,0.42644025164042443
2102,0.35611951071313463
2104,0.7587038514003392
2118,0.12462656807315078
2120,0.2552444151720355
2126,0.3938107433752417
2128,0.7528144990317966
2138,0.5009152704388975
2139,0.5602652998618736
2140,0.1276329174660387
2143,0.7278961057787587
2145,0.0901096350637544
2149,0.46735433345857647
2150,0.3929667986744518
2152,0.11576693430256454
2160,0.26301971854909195
2162,0.08489511168691594
2164,0.3672607001195035
2167,0.091033473293791
2176,0.1176655946053212
2200,0.6642670888281544
2205,0.5951366592232039
2210,0.0906210999853718
2213,0.0735572492478371
2219,0.18461635243120794
2222,0.2472654937864691
2227,0.4007347855471459
2228,0.2824992756209472
2239,0.6097004895964634
2240,0.2848154342150635
2245,0.2629840912045566
2257,0.3389717679773604
2260,0.19813166857936956
2266,0.5256442646567923
2269,0.6541128138151524
2275,0.12734846110952847
2288,0.07614325498427144
